lane,initial_word,initial_q,jitter,j,k,north,axis,kinematic,blend_known,dr,dp,alpha,interval,profile,axis_known,frame_known,increment_known
1284,4261956668,1,3781584429,0,0,0,0,1,1,-0.5,-3.125,0,0.125,0,1,1,1
1285,70388984,1,3274505599,1,0,1,0,1,1,-3.75,3.75,0.375,0.125,1,1,1,1
1286,259235293,1,1175309481,0,1,0,1,1,1,-3.25,-2,0.875,0.125,0,1,1,1
1287,783615755,1,3247141527,1,1,1,1,1,1,-0.25,-1,-0.625,0.125,1,1,1,1
1288,1635921700,0,106675216,0,0,0,0,0,1,3.375,1.25,0.125,0.125,0,1,1,1
1289,4095229897,0,2056601163,1,0,1,0,0,1,-3.75,-2,-0.875,0.125,1,1,1,1
1290,1429374500,0,3838748522,0,1,0,1,0,1,-3.5,3,0.375,0.125,0,1,1,1
1291,63015815,0,3476318379,1,1,1,1,0,1,-2.625,-1.75,-1.875,0.125,1,1,1,1
1292,1172837084,1,2510869146,0,0,0,0,1,1,1.75,0.875,1.125,0.125,0,1,1,1
1293,3974155152,1,334997666,1,0,1,0,1,1,-1.75,3.75,-0.125,0.125,1,1,1,1
1294,2751044085,1,2730499035,0,1,0,1,1,1,1.125,-3.375,-0.25,0.125,0,1,1,1
1295,3086715819,1,2437728959,1,1,1,1,1,1,2.875,0.5,0.25,0.125,1,1,1,1
1296,1264648530,0,1633287627,0,0,0,0,0,1,-1.5,-0.5,1.75,0.125,0,1,1,1
1297,17706516,0,2196963479,1,0,1,0,0,1,-3,-1,1.75,0.125,1,1,1,1
1298,1594775873,0,1453026755,0,1,0,1,0,1,2.125,1.25,-1.25,0.125,0,1,1,1
1299,2097825217,0,4174955634,1,1,1,1,0,1,3.75,0.125,-0.625,0.125,1,1,1,1
1300,128095320,1,3507678303,0,0,0,0,1,1,-2,2.5,-0.625,0.125,0,1,1,1
1301,645181641,1,3652715634,1,0,1,0,1,1,-0.125,-3.875,1.75,0.125,1,1,1,1
1302,1560587485,1,841528927,0,1,0,1,1,0,2.875,1.125,1.625,0.125,0,1,1,1
1303,3310639102,1,898518488,1,1,1,1,1,1,-1.75,-3.625,-0.75,0.125,1,1,1,1
1304,2778231752,0,2319504173,0,0,0,0,0,1,1.125,3.625,0.75,0.125,0,1,1,1
1305,2912867600,0,3292874482,1,0,1,0,0,1,0,0,1.25,0.125,1,1,1,1
1306,1419021914,0,1965600521,0,1,0,1,0,1,0,1,-0.625,0.125,0,1,1,1
1307,3995319768,0,2278087980,1,1,1,1,0,1,-1,0,0.375,0.125,1,1,1,1
1308,2957760520,1,3315133492,0,0,0,0,1,1,-1.5,0.375,-0.625,0.125,0,1,1,1
1309,863522835,1,2533042217,1,0,1,0,1,1,1.125,-1.125,0.125,0.125,1,1,1,1
1310,4164234393,1,517664833,0,1,0,1,1,1,0.375,3,1.75,0.125,0,1,1,1
1311,328876288,1,1349166964,1,1,1,1,1,1,3.375,-1,-0.875,0.125,1,1,1,1
1312,3540518855,0,1009296550,0,0,0,0,0,1,0.75,-3.75,1,0.125,0,1,1,1
1313,2327921740,0,2309193161,1,0,1,0,0,1,3.375,2.625,1.75,0.125,1,1,1,1
1314,3003745662,0,1043762152,0,1,0,1,0,1,-3.75,0.625,0.875,0.125,0,1,1,1
1315,2588999099,0,300050596,1,1,1,1,0,1,2.75,2.5,-1.875,0.125,1,1,1,1
1316,3123248185,1,3157002368,0,0,0,0,1,1,3,2.125,1.5,0.125,0,1,1,1
1317,1357013356,1,1124609292,1,0,1,0,1,1,-3.25,-3.625,1.25,0.125,1,1,1,1
1318,1389841379,1,173950869,0,1,0,1,1,1,-2.75,-1.75,0.375,0.125,0,1,1,1
1319,3439038002,1,1930020684,1,1,1,1,1,1,2.625,-1.375,0.75,0.125,1,1,1,1
1320,1680176514,0,3509813101,0,0,0,0,0,1,-3.875,1.75,-1.125,0.125,0,1,1,1
1321,1868554759,0,274005865,1,0,1,0,0,1,2.75,-2.875,-1.25,0.125,1,1,1,1
1322,3130889447,0,2741658794,0,1,0,1,0,1,3.125,-2.25,-1.875,0.125,0,1,1,1
1323,129312221,0,4117454063,1,1,1,1,0,1,3.375,-0.625,1.25,0.125,1,1,1,1
1324,4251334889,1,3721010858,0,0,0,0,1,1,-2.5,0.375,1.75,0.125,0,1,1,1
1325,482823850,1,1487708468,1,0,1,0,1,1,1.625,2.25,-1.625,0.125,1,1,1,1
1326,958777315,1,2060438272,0,1,0,1,1,1,1.125,-1.5,0.375,0.125,0,1,1,1
1327,369905427,1,1765888447,1,1,1,1,1,1,-1.375,2.625,0.375,0.125,1,1,1,1
1328,935108695,0,2568780448,0,0,0,0,0,1,-3.25,-1,-0.625,0.125,0,1,1,1
1329,1346732346,0,2012163206,1,0,1,0,0,1,2.25,-2,-1.875,0.125,1,1,1,1
1330,885824186,0,411883429,0,1,0,1,0,1,-1.125,-3.25,-1,0.125,0,1,1,1
1331,1778309426,0,1547621389,1,1,1,1,0,1,1,1.25,-1.5,0.125,1,1,1,1
1332,2052288573,1,3573062324,0,0,0,0,1,1,3.375,2.75,0.125,0.125,0,1,1,1
1333,2521490976,1,620714850,1,0,1,0,1,0,0.5,-1.625,1.5,0.125,1,1,1,1
1334,1417009012,1,901224802,0,1,0,1,1,1,0,0,-1.625,0.125,0,1,1,1
1335,788713441,1,2000793627,1,1,1,1,1,1,0,1,1,0.125,1,1,1,1
1336,1918560267,0,2296694977,0,0,0,0,0,1,-1,0,0.75,0.125,0,1,1,1
1337,1440122634,0,3826855346,1,0,1,0,0,1,3.5,2.25,-1.75,0.125,1,1,1,1
1338,4135041152,0,3462925432,0,1,0,1,0,1,-3,-3.75,0.375,0.125,0,1,1,1
1339,231544167,0,1752863575,1,1,1,1,0,1,-3,2.125,1.25,0.125,1,1,1,1
1340,792626714,1,2148749098,0,0,0,0,1,1,-1.75,-3,0.125,0.125,0,1,1,1
1341,1362212144,1,1861655735,1,0,1,0,1,1,1.5,-2.375,0.125,0.125,1,1,1,1
1342,102744777,1,2458105700,0,1,0,1,1,1,-0.875,0.875,-0.25,0.125,0,1,1,1
1343,495795228,1,2995774616,1,1,1,1,1,1,2.5,0.125,-1,0.125,1,1,1,1
1344,2547539025,0,1000498140,0,0,0,0,0,1,0.125,2.625,0.125,0.125,0,1,1,1
1345,2865452207,0,663939787,1,0,1,0,0,1,-0.5,2.625,-1.375,0.125,1,1,1,1
1346,1060772367,0,1339214994,0,1,0,1,0,1,-2.5,3.5,0.75,0.125,0,1,1,1
1347,3136582210,0,3626342641,1,1,1,1,0,1,1.375,2.625,-0.25,0.125,1,1,1,1
1348,2312384090,1,673605892,0,0,0,0,1,1,-3.125,-1.875,1.25,0.125,0,1,1,1
1349,2086607930,1,467074776,1,0,1,0,1,1,1.5,3.125,1.25,0.125,1,1,1,1
1350,3305737701,1,323352902,0,1,0,1,1,1,-3.375,-0.625,-0.375,0.125,0,1,1,1
1351,3221692356,1,1137713653,1,1,1,1,1,1,-2.375,-3.5,1.375,0.125,1,1,1,1
1352,3373316992,0,651302469,0,0,0,0,0,1,0.375,2.875,0.375,0.125,0,1,1,1
1353,618146107,0,285362173,1,0,1,0,0,1,0.5,-3.25,-1.375,0.125,1,1,1,1
1354,584620607,0,3652119337,0,1,0,1,0,1,0.625,-0.75,1.125,0.125,0,1,1,1
1355,2080767494,0,3336110205,1,1,1,1,0,1,-1.125,0.625,1.625,0.125,1,1,1,1
1356,17769932,1,1721974950,0,0,0,0,1,1,-0.5,0.5,-1.125,0.125,0,1,1,1
1357,1839974390,1,774325437,1,0,1,0,1,1,-2.75,-0.75,0.25,0.125,1,1,1,1
1358,781048611,1,2952078040,0,1,0,1,1,1,2,-0.75,-1.5,0.125,0,1,1,1
1359,1790530461,1,3724140658,1,1,1,1,1,1,-1.5,1.375,-1.25,0.125,1,1,1,1
1360,189559246,0,2637535706,0,0,0,0,0,1,1.5,-2.5,0,0.125,0,1,1,1
1361,2057008295,0,1456990322,1,0,1,0,0,1,3.625,2.375,1.75,0.125,1,1,1,1
1362,1817106151,0,382195343,0,1,0,1,0,1,-2.375,3.5,-0.375,0.125,0,0,1,1
1363,2426585459,0,3199907226,1,1,1,1,0,1,0,0,0.125,0.125,1,1,0,1
1364,3484782160,1,140460333,0,0,0,0,1,0,0,1,-1.5,0.125,0,1,1,0
1365,3698752399,1,984407947,1,0,1,0,1,1,-1,0,-1.625,0,1,1,1,1
1366,738630661,1,707296451,0,1,0,1,1,1,-1,-0.125,-1.875,0.125,0,1,1,1
1367,2111889085,1,2673077776,1,1,1,1,1,1,-3.125,2.375,0.125,0.125,1,1,1,1
1368,4241969475,0,3569760862,0,0,0,0,0,1,-3.875,-1.75,1.875,0.125,0,1,1,1
1369,922703641,0,3291707425,1,0,1,0,0,1,-0.375,-3.875,-0.625,0.125,1,1,1,1
1370,838759048,0,3857015367,0,1,0,1,0,1,3.625,2,-1.25,0.125,0,1,1,1
1371,1049121612,0,3686744529,1,1,1,1,0,1,0.5,-3.5,-1.75,0.125,1,1,1,1
1372,1265312809,1,2433792793,0,0,0,0,1,1,-0.875,0.875,-0.25,0.125,0,1,1,1
1373,4221189034,1,3010837311,1,0,1,0,1,1,-0.75,1.625,0.375,0.125,1,1,1,1
1374,1383255415,1,685222613,0,1,0,1,1,1,1.875,3.25,-0.75,0.125,0,1,1,1
1375,1119760213,1,678421148,1,1,1,1,1,1,-1.25,-0.5,0.375,0.125,1,1,1,1
1376,2805200291,0,2822116387,0,0,0,0,0,1,0.25,3.625,-0.375,0.125,0,1,1,1
1377,2173097627,0,2616698254,1,0,1,0,0,1,2.625,-3.875,1.5,0.125,1,1,1,1
1378,1988100435,0,4113574140,0,1,0,1,0,1,3.25,-3.75,-1.625,0.125,0,1,1,1
1379,1185884088,0,426689206,1,1,1,1,0,1,-1.875,1.75,-1.625,0.125,1,1,1,1
1380,908923456,1,308293008,0,0,0,0,1,1,-2.25,2.375,0.125,0.125,0,1,1,1
1381,2985586499,1,1359671849,1,0,1,0,1,1,2.625,-2.75,1.625,0.125,1,1,1,1
1382,2342128347,1,3314130660,0,1,0,1,1,1,2.375,-1.875,-0.375,0.125,0,1,1,1
1383,3151504966,1,494158885,1,1,1,1,1,1,2.5,-3.25,1.875,0.125,1,1,1,1
1384,3045817873,0,936051800,0,0,0,0,0,1,-2.5,-3.625,0.5,0.125,0,1,1,1
1385,1295630353,0,1631386092,1,0,1,0,0,1,-1,3.75,-1,0.125,1,1,1,1
1386,1582136628,0,3344769554,0,1,0,1,0,1,2.625,-2.75,1.875,0.125,0,1,1,1
1387,2316122605,0,973435746,1,1,1,1,0,1,1.625,1.5,0.125,0.125,1,1,1,1
1388,1341798010,1,3897678595,0,0,0,0,1,1,2.5,0.75,-0.375,0.125,0,1,1,1
1389,962159834,1,3187979640,1,0,1,0,1,1,0.125,-0.375,1,0.125,1,1,1,1
1390,3915170562,1,1004325005,0,1,0,1,1,1,-1.375,-1.625,-1.625,0.125,0,1,1,1
1391,1817526914,1,342190573,1,1,1,1,1,1,-0.5,-2.5,1.625,0.125,1,1,1,1
1392,4217830463,0,1764729521,0,0,0,0,0,1,0,0,-1.25,0.125,0,1,1,1
1393,3933135661,0,1761155229,1,0,1,0,0,1,0,1,1.5,0.125,1,1,1,1
1394,1284010631,0,2323389134,0,1,0,1,0,1,-1,0,-1.125,0.125,0,1,1,1
1395,1134159138,0,3895961819,1,1,1,1,0,0,-1,-0.5,-0.875,0.125,1,1,1,1
1396,1137966922,1,746676317,0,0,0,0,1,1,2,3.625,-0.75,0.125,0,1,1,1
1397,1277676927,1,4118955961,1,0,1,0,1,1,-1.625,2.625,-1.875,0.125,1,1,1,1
1398,950501928,1,2759273059,0,1,0,1,1,1,1.375,2.75,-1.5,0.125,0,1,1,1
1399,3337507240,1,2044320022,1,1,1,1,1,1,2.375,-1.625,-0.875,0.125,1,1,1,1
1400,3966608549,0,1324986276,0,0,0,0,0,1,0.125,-1.625,1.875,0.125,0,1,1,1
1401,4174804658,0,508891894,1,0,1,0,0,1,0,0.125,0.5,0.125,1,1,1,1
1402,336201054,0,603951297,0,1,0,1,0,1,3.5,1.625,1,0.125,0,1,1,1
1403,2532225726,0,697915190,1,1,1,1,0,1,-3.25,-3,1,0.125,1,1,1,1
1404,3070044175,1,3036713909,0,0,0,0,1,1,1.25,-1.375,0.625,0.125,0,1,1,1
1405,979076431,1,2545582474,1,0,1,0,1,1,-0.25,-2.75,-1.375,0.125,1,1,1,1
1406,3088542764,1,1021349256,0,1,0,1,1,1,2.625,-1.375,-1.875,0.125,0,1,1,1
1407,1102589678,1,3819448953,1,1,1,1,1,1,0.875,-1.875,-0.75,0.125,1,1,1,1
1408,367235415,0,1098267621,0,0,0,0,0,1,-1.375,-0.375,-0.125,0.125,0,1,1,1
1409,1124454194,0,3079793471,1,0,1,0,0,1,-2.625,3,0.25,0.125,1,1,1,1
1410,3968697124,0,3393901980,0,1,0,1,0,1,1.125,-0.125,0.875,0.125,0,1,1,1
1411,4240746721,0,2425436289,1,1,1,1,0,1,-3,-3.625,1.375,0.125,1,1,1,1
1412,1684597264,1,3342902519,0,0,0,0,1,1,-3.25,2.625,-1.25,0.125,0,1,1,1
1413,1709723064,1,2132615280,1,0,1,0,1,1,1.625,-1.375,-0.875,0.125,1,1,1,1
1414,3238676177,1,2453637901,0,1,0,1,1,1,-0.125,-3.875,1.25,0.125,0,1,1,1
1415,476481969,1,4160619423,1,1,1,1,1,1,-0.125,-0.5,-1.625,0.125,1,1,1,1
1416,3395740110,0,4119953573,0,0,0,0,0,1,-3.5,0.875,1.5,0.125,0,1,1,1
1417,674930462,0,3953637924,1,0,1,0,0,1,0.625,0.625,-0.625,0.125,1,1,1,1
1418,1959319868,0,3005165948,0,1,0,1,0,1,1,-1.125,-0.25,0.125,0,1,1,1
1419,3155042598,0,1381092332,1,1,1,1,0,1,-1.125,2.875,0.5,0.125,1,1,1,1
1420,1754981818,1,249765088,0,0,0,0,1,1,-1.5,0.25,-1.25,0.125,0,1,1,1
1421,2900130344,1,3665999763,1,0,1,0,1,1,0,0,1.875,0.125,1,1,1,1
1422,3770388729,1,4076907147,0,1,0,1,1,1,0,1,-1.125,0.125,0,1,1,1
1423,3605093843,1,2816470906,1,1,1,1,1,1,-1,0,-1.125,0.125,1,1,1,1
1424,1339392679,0,618205042,0,0,0,0,0,1,3.25,-2.875,-0.625,0.125,0,1,1,1
1425,1218051911,0,1253431906,1,0,1,0,0,1,-1.5,-0.75,0.875,0.125,1,1,1,1
1426,3682455355,0,1186839972,0,1,0,1,0,0,2.125,3.125,1.75,0.125,0,1,1,1
1427,282092293,0,398438303,1,1,1,1,0,1,1.375,2.625,-0.25,0.125,1,1,1,1
1428,1838234515,1,2535038754,0,0,0,0,1,1,-0.875,3.5,1,0.125,0,1,1,1
1429,3321410774,1,3793244608,1,0,1,0,1,1,3.875,1.375,1,0.125,1,1,1,1
1430,4135940080,1,3430215432,0,1,0,1,1,1,-1.75,-3.625,-1.5,0.125,0,1,1,1
1431,4145720276,1,486036544,1,1,1,1,1,1,2.625,-1.5,-0.875,0.125,1,1,1,1
1432,2524521279,0,3310462712,0,0,0,0,0,1,-1.625,0.75,-0.125,0.125,0,1,1,1
1433,999460236,0,3050327535,1,0,1,0,0,1,-0.375,3.125,-1.75,0.125,1,1,1,1
1434,3924943865,0,2324379500,0,1,0,1,0,1,-0.5,-2.5,0.625,0.125,0,1,1,1
1435,3398874094,0,2770445087,1,1,1,1,0,1,1.25,-1.5,-1,0.125,1,1,1,1
1436,2723712798,1,1407758505,0,0,0,0,1,1,3.25,-2.25,-1.25,0.125,0,1,1,1
1437,481312038,1,2176879833,1,0,1,0,1,1,-2.75,-3.875,-1.875,0.125,1,1,1,1
1438,2307528330,1,3253787701,0,1,0,1,1,1,1.5,3.375,-0.25,0.125,0,1,1,1
1439,1866081025,1,1822812063,1,1,1,1,1,1,-3.375,0.5,1,0.125,1,1,1,1
1440,1457828107,0,3056092646,0,0,0,0,0,1,0.375,2.375,1.125,0.125,0,1,1,1
1441,2871737875,0,1484873356,1,0,1,0,0,1,-0.875,-0.125,-0.375,0.125,1,1,1,1
1442,3685369988,0,444592757,0,1,0,1,0,1,-3.125,-0.625,-1.125,0.125,0,1,1,1
1443,850938821,0,1428644637,1,1,1,1,0,1,2.875,-0.75,0.625,0.125,1,1,1,1
1444,2223242759,1,3534649754,0,0,0,0,1,1,-0.375,-1.125,0.75,0.125,0,1,1,1
1445,1658411865,1,2681470636,1,0,1,0,1,1,-3.375,-0.875,0.625,0.125,1,1,1,1
1446,2847935678,1,226785785,0,1,0,1,1,1,1.5,1.375,-1.25,0.125,0,1,1,1
1447,659391261,1,3849451910,1,1,1,1,1,1,-2.25,0.5,0.5,0.125,1,1,1,1
1448,4154346672,0,2352164336,0,0,0,0,0,1,0.5,2,0.125,0.125,0,1,1,1
1449,1548187207,0,3920353283,1,0,1,0,0,1,2.875,1.125,-1.75,0.125,1,1,1,1
1450,1219524458,0,3172996647,0,1,0,1,0,1,0,0,1.25,0.125,0,1,1,1
1451,3329225969,0,3950149213,1,1,1,1,0,1,0,1,-1.25,0.125,1,1,1,1
1452,4203664401,1,542493767,0,0,0,0,1,1,-1,0,-1.375,0.125,0,1,1,1
1453,2954122013,1,1411308539,1,0,1,0,1,1,-0.25,3.25,1,0.125,1,1,1,1
1454,2132634822,1,778676901,0,1,0,1,1,1,0.25,-2.625,0.625,0.125,0,1,1,1
1455,1521724537,1,3401681609,1,1,1,1,1,1,3.375,-0.125,1.625,0.125,1,1,1,1
1456,4159153881,0,4241531268,0,0,0,0,0,1,-2.875,-2.125,-0.625,0.125,0,1,1,1
1457,2291173457,0,3979668928,1,0,1,0,0,0,-1,1.75,-1.125,0.125,1,1,1,1
1458,4003053677,0,283589311,0,1,0,1,0,1,3.25,1.375,-0.625,0.125,0,1,1,1
1459,4122020786,0,2235007093,1,1,1,1,0,1,-3.125,0.875,-1.875,0.125,1,0,1,1
1460,141636353,1,1978683757,0,0,0,0,1,1,-2.25,3.875,-0.125,0.125,0,1,0,1
1461,887482404,1,320226929,1,0,1,0,1,1,1.625,0.625,-0.125,0.125,1,1,1,0
1462,1252648748,1,3348207565,0,1,0,1,1,1,-0.625,0.375,-1.75,0,0,1,1,1
1463,2351083629,1,1116568195,1,1,1,1,1,1,2.625,0.5,1,0.125,1,1,1,1
1464,4274138122,0,1425329679,0,0,0,0,0,1,3.75,-1.5,0.5,0.125,0,1,1,1
1465,1979926314,0,4256161102,1,0,1,0,0,1,-0.25,0.375,1.625,0.125,1,1,1,1
1466,3534189039,0,3768990051,0,1,0,1,0,1,-0.25,-2.125,-1,0.125,0,1,1,1
1467,189950913,0,1741975385,1,1,1,1,0,1,-1.75,1.625,-0.875,0.125,1,1,1,1
1468,939301008,1,2212081333,0,0,0,0,1,1,1.375,3.875,-0.625,0.125,0,1,1,1
1469,700470149,1,1967941390,1,0,1,0,1,1,1.5,-2.25,-1.75,0.125,1,1,1,1
1470,372855539,1,2890118830,0,1,0,1,1,1,1.125,0.75,0.625,0.125,0,1,1,1
1471,3709680694,1,3129407749,1,1,1,1,1,1,2.375,-1.25,1.75,0.125,1,1,1,1
1472,413630856,0,1189045134,0,0,0,0,0,1,2.25,-0.875,0.375,0.125,0,1,1,1
1473,910519784,0,3953375289,1,0,1,0,0,1,-2.25,1.875,1.25,0.125,1,1,1,1
1474,3115860897,0,4271941002,0,1,0,1,0,1,0.375,-1.625,-0.125,0.125,0,1,1,1
1475,2735585856,0,1084798443,1,1,1,1,0,1,-0.75,-3.5,-1.875,0.125,1,1,1,1
1476,152533612,1,189263237,0,0,0,0,1,1,1.875,-0.625,1.25,0.125,0,1,1,1
1477,2002374703,1,2630039352,1,0,1,0,1,1,3,-0.625,-0.25,0.125,1,1,1,1
1478,3410436175,1,1761803437,0,1,0,1,1,1,2.375,-0.875,0.25,0.125,0,1,1,1
1479,755604211,1,3347525060,1,1,1,1,1,1,0,0,-1.5,0.125,1,1,1,1
1480,1671843030,0,1106825194,0,0,0,0,0,1,0,1,-0.25,0.125,0,1,1,1
1481,521973349,0,2791069072,1,0,1,0,0,1,-1,0,0.75,0.125,1,1,1,1
1482,56527862,0,3888263135,0,1,0,1,0,1,-2.875,3.25,-1.375,0.125,0,1,1,1
1483,193880220,0,3812674020,1,1,1,1,0,1,-1.625,2,-0.25,0.125,1,1,1,1
1484,3416560898,1,1569189831,0,0,0,0,1,1,3.125,-2.5,-0.75,0.125,0,1,1,1
1485,3728292749,1,4081291939,1,0,1,0,1,1,1.625,-0.875,-0.5,0.125,1,1,1,1
1486,641336693,1,795500746,0,1,0,1,1,1,-0.625,-1.75,1.625,0.125,0,1,1,1
1487,2820181844,1,853341461,1,1,1,1,1,1,0,3.125,0,0.125,1,1,1,1
1488,1803798960,0,1513807984,0,0,0,0,0,0,-0.375,2.875,1.125,0.125,0,1,1,1
1489,2950326193,0,2795348496,1,0,1,0,0,1,3.75,-2.5,1.875,0.125,1,1,1,1
1490,2285174687,0,1933467066,0,1,0,1,0,1,3,-2.25,1.25,0.125,0,1,1,1
1491,2499629525,0,1146853611,1,1,1,1,0,1,2.375,-3,0.625,0.125,1,1,1,1
1492,1446059440,1,586284783,0,0,0,0,1,1,-1.125,-1.375,-1.75,0.125,0,1,1,1
1493,2994670158,1,3184080733,1,0,1,0,1,1,-3.75,-2.375,1.875,0.125,1,1,1,1
1494,1218063468,1,4043139144,0,1,0,1,1,1,-2.125,3.75,1.25,0.125,0,1,1,1
1495,2401764552,1,4021482877,1,1,1,1,1,1,-2.5,-3.375,-1.375,0.125,1,1,1,1
1496,336914428,0,1559349548,0,0,0,0,0,1,1.375,-0.5,-1.75,0.125,0,1,1,1
1497,4252082348,0,1016291253,1,0,1,0,0,1,2,3.75,-0.125,0.125,1,1,1,1
1498,4053856544,0,2579111709,0,1,0,1,0,1,-0.375,-2.75,1,0.125,0,1,1,1
1499,65901492,0,2466766303,1,1,1,1,0,1,0.375,2.25,-1.875,0.125,1,1,1,1
1500,1235714033,1,3615861340,0,0,0,0,1,1,3.5,0.625,1.5,0.125,0,1,1,1
1501,354641133,1,2504063384,1,0,1,0,1,1,2.625,1.875,0.5,0.125,1,1,1,1
1502,3384258551,1,3522965369,0,1,0,1,1,1,0.125,1.25,1,0.125,0,1,1,1
1503,386320871,1,3614396310,1,1,1,1,1,1,-1,0.25,0.875,0.125,1,1,1,1
1504,695093816,0,1735166467,0,0,0,0,0,1,1.75,-2,1.375,0.125,0,1,1,1
1505,3886723109,0,2543070650,1,0,1,0,0,1,-0.125,2.875,0.625,0.125,1,1,1,1
1506,2133553239,0,966398294,0,1,0,1,0,1,1.5,2.5,-1.875,0.125,0,1,1,1
1507,1314397633,0,4214733601,1,1,1,1,0,1,-1.875,2,-1,0.125,1,1,1,1
1508,2507786547,1,904259608,0,0,0,0,1,1,0,0,-1.75,0.125,0,1,1,1
1509,1882993646,1,453713854,1,0,1,0,1,1,0,1,0,0.125,1,1,1,1
1510,826928181,1,365931274,0,1,0,1,1,1,-1,0,-0.625,0.125,0,1,1,1
1511,3567593838,1,179519049,1,1,1,1,1,1,3,-1.5,-0.625,0.125,1,1,1,1
1512,1667660241,0,1805921132,0,0,0,0,0,1,2.125,1.125,1.25,0.125,0,1,1,1
1513,2483441744,0,2539158529,1,0,1,0,0,1,-2.5,1.75,-0.75,0.125,1,1,1,1
1514,3122795297,0,2688504164,0,1,0,1,0,1,2.125,-3.875,-1,0.125,0,1,1,1
1515,2138182110,0,951405774,1,1,1,1,0,1,-1.375,-3.625,0.875,0.125,1,1,1,1
1516,1141066667,1,147502306,0,0,0,0,1,1,-1.875,-2.25,0.75,0.125,0,1,1,1
1517,2167526772,1,4290112695,1,0,1,0,1,1,0.625,-2.875,-0.875,0.125,1,1,1,1
1518,2281824508,1,1101928016,0,1,0,1,1,1,2.625,0.25,-1.625,0.125,0,1,1,1
1519,3463953721,1,2317975240,1,1,1,1,1,0,0.75,3.875,1,0.125,1,1,1,1
1520,2778271878,0,1615421760,0,0,0,0,0,1,1.375,-1.5,-0.625,0.125,0,1,1,1
1521,3526518706,0,2898331622,1,0,1,0,0,1,-0.125,-1,0.625,0.125,1,1,1,1
1522,3593213808,0,491898679,0,1,0,1,0,1,-0.875,3.75,1,0.125,0,1,1,1
1523,802076599,0,615103781,1,1,1,1,0,1,2.5,-2.125,0.75,0.125,1,1,1,1
1524,2531505829,1,3197682927,0,0,0,0,1,1,-2.125,-3.125,1.875,0.125,0,1,1,1
1525,4235586289,1,4014491499,1,0,1,0,1,1,-1.25,-0.25,0.125,0.125,1,1,1,1
1526,1184249282,1,2321843415,0,1,0,1,1,1,0.75,2.5,-1.5,0.125,0,1,1,1
1527,1030815983,1,1956327932,1,1,1,1,1,1,-3.5,-2.375,0.5,0.125,1,1,1,1
1528,2677171914,0,3421347218,0,0,0,0,0,1,-1.375,-0.5,-0.625,0.125,0,1,1,1
1529,1718604940,0,2713585114,1,0,1,0,0,1,-0.75,3.375,-1.5,0.125,1,1,1,1
1530,256214713,0,1722060353,0,1,0,1,0,1,0.25,-2,1,0.125,0,1,1,1
1531,128233892,0,396362452,1,1,1,1,0,1,1.75,0.625,0.625,0.125,1,1,1,1
1532,3412151865,1,1522301299,0,0,0,0,1,1,-2.875,-3.125,1.25,0.125,0,1,1,1
1533,3460375529,1,250522628,1,0,1,0,1,1,3.75,3.625,1.875,0.125,1,1,1,1
1534,3182874923,1,2640637673,0,1,0,1,1,1,0.125,2.5,1.625,0.125,0,1,1,1
1535,329466460,1,2269686089,1,1,1,1,1,1,-0.25,-3.75,-1.75,0.125,1,1,1,1
1536,3053737042,0,2103115778,0,0,0,0,0,1,3.375,2.25,1.125,0.125,0,1,1,1
1537,2414379257,0,4018374492,1,0,1,0,0,1,0,0,1.75,0.125,1,1,1,1
1538,3646611123,0,1681092620,0,1,0,1,0,1,0,1,1.25,0.125,0,1,1,1
1539,3047389381,0,3824882881,1,1,1,1,0,1,-1,0,1.875,0.125,1,1,1,1
1540,1181837534,1,270401163,0,0,0,0,1,1,-1.375,3.625,-0.25,0.125,0,1,1,1
1541,3073474299,1,2465835010,1,0,1,0,1,1,-1,0,1.875,0.125,1,1,1,1
1542,939202636,1,796018977,0,1,0,1,1,1,0.25,0.125,0.625,0.125,0,1,1,1
1543,1411318818,1,324604755,1,1,1,1,1,1,-3.125,-0.75,1.375,0.125,1,1,1,1
1544,1803833740,0,1388465820,0,0,0,0,0,1,0.125,1.625,0.125,0.125,0,1,1,1
1545,1341193055,0,3520404724,1,0,1,0,0,1,-2.375,-2.625,1.25,0.125,1,1,1,1
1546,1237105647,0,3350268061,0,1,0,1,0,1,-2.625,3.125,0.5,0.125,0,1,1,1
1547,3353240973,0,39779383,1,1,1,1,0,1,3.5,1.25,0.25,0.125,1,1,1,1
1548,3736232957,1,3725767498,0,0,0,0,1,1,2.5,2.375,-0.5,0.125,0,1,1,1
1549,62827798,1,2202493637,1,0,1,0,1,1,0.375,-3.875,-0.125,0.125,1,1,1,1
1550,770195743,1,2375970820,0,1,0,1,1,0,-3.5,3.375,0.75,0.125,0,1,1,1
1551,2351030414,1,2167404909,1,1,1,1,1,1,0.625,-1,-0.375,0.125,1,1,1,1
1552,1556004887,0,910462768,0,0,0,0,0,1,-2.125,0,1.875,0.125,0,1,1,1
1553,282080309,0,1561754212,1,0,1,0,0,1,1.75,-3.375,-1.25,0.125,1,1,1,1
1554,2706771019,0,2713582990,0,1,0,1,0,1,0.625,2.875,0.375,0.125,0,1,1,1
1555,4158541320,0,1534441234,1,1,1,1,0,1,2.25,-3.125,1,0.125,1,1,1,1
1556,2233001107,1,3733634616,0,0,0,0,1,1,-1,2.125,0.875,0.125,0,0,1,1
